aX,aY,aZ,gX,gY,gZ
-0.110,-0.841,0.515,-4.639,-0.793,2.930
-0.113,-0.846,0.528,-5.676,-1.831,2.502
-0.114,-0.849,0.539,-6.042,-3.113,2.686
-0.108,-0.854,0.543,-5.188,-3.845,2.991
-0.100,-0.860,0.536,-3.601,-3.784,3.113
-0.092,-0.863,0.525,-1.770,-3.723,2.869
-0.082,-0.860,0.505,-0.122,-2.502,2.625
-0.075,-0.854,0.493,0.244,-0.854,1.953
-0.077,-0.854,0.494,-0.916,-0.610,1.892
-0.081,-0.842,0.513,-3.479,-1.099,2.380
-0.088,-0.843,0.536,-5.432,-1.892,3.601
-0.084,-0.850,0.552,-6.104,-2.625,4.944
-0.074,-0.855,0.565,-5.371,-2.625,5.432
-0.072,-0.860,0.563,-3.906,-1.648,4.700
-0.069,-0.856,0.562,-2.319,-0.977,3.662
-0.074,-0.854,0.555,-1.221,-0.916,2.686
-0.073,-0.858,0.542,0.488,-0.427,2.014
-0.064,-0.860,0.536,2.258,1.404,1.770
-0.059,-0.861,0.529,2.930,3.967,1.282
-0.049,-0.862,0.524,4.089,6.653,1.160
-0.048,-0.848,0.529,4.761,8.728,1.526
-0.055,-0.851,0.536,4.089,8.240,1.953
-0.052,-0.856,0.550,2.380,6.592,2.686
-0.045,-0.864,0.565,1.770,5.066,3.235
-0.038,-0.870,0.573,2.136,4.761,2.319
-0.038,-0.875,0.574,3.845,5.371,1.038
-0.038,-0.872,0.564,5.615,5.981,-0.427
-0.052,-0.869,0.559,7.019,6.165,-2.014
-0.072,-0.859,0.555,7.690,5.615,-3.174
-0.089,-0.848,0.543,8.179,4.944,-3.601
-0.108,-0.847,0.527,8.301,3.540,-3.052
-0.108,-0.840,0.516,8.301,2.014,-1.709
-0.109,-0.841,0.503,7.629,0.732,-0.916
-0.110,-0.846,0.500,5.981,-0.305,-0.427
-0.110,-0.849,0.500,4.700,-0.977,0.305
-0.101,-0.851,0.500,3.906,-1.648,0.793
-0.099,-0.851,0.509,3.967,-1.221,1.038
-0.091,-0.851,0.512,5.005,0.427,1.587
-0.079,-0.855,0.511,5.859,2.258,2.197
-0.070,-0.858,0.511,6.348,3.174,2.258
-0.068,-0.862,0.508,6.348,2.991,1.709
-0.062,-0.862,0.504,6.409,2.380,1.099
-0.064,-0.862,0.500,6.287,1.343,0.610
-0.071,-0.858,0.502,4.761,-0.122,0.244
-0.078,-0.858,0.503,3.662,-1.526,0.366
-0.074,-0.867,0.501,3.662,-1.953,0.916
-0.069,-0.869,0.500,4.150,-1.465,0.854
-0.075,-0.869,0.500,3.967,-0.916,-0.183
-0.079,-0.858,0.507,4.150,-1.099,-0.488
-0.083,-0.854,0.508,4.028,-1.343,-0.427
-0.074,-0.863,0.500,4.089,-1.282,0.244
-0.061,-0.866,0.498,4.272,-0.793,0.549
-0.058,-0.861,0.499,4.333,-0.305,-0.061
-0.061,-0.858,0.496,4.456,0.366,-0.305
-0.060,-0.861,0.494,3.845,0.244,0.366
-0.061,-0.865,0.500,2.563,-0.610,0.916
-0.059,-0.871,0.508,1.709,-0.854,0.916
-0.056,-0.874,0.517,1.953,-0.427,0.671
-0.056,-0.870,0.527,2.869,0.732,0.244
-0.061,-0.868,0.534,4.456,3.052,0.122
-0.060,-0.867,0.540,5.859,4.211,0.977
-0.059,-0.860,0.561,6.592,4.395,2.258
-0.055,-0.859,0.586,7.690,3.967,4.333
-0.041,-0.875,0.598,8.972,3.235,7.019
,,,,,
0.217,-0.973,1.843,-143.372,195.740,97.717
0.537,-1.029,1.400,-166.199,252.563,115.234
0.602,-1.204,1.543,-130.615,189.331,94.910
0.396,-1.199,1.736,-87.158,90.576,61.218
0.357,-1.145,1.567,-55.115,28.259,25.330
0.261,-1.124,1.289,-26.550,-11.169,-3.723
0.173,-1.041,1.025,-12.634,-50.354,-25.452
0.068,-0.979,0.808,-9.338,-89.966,-42.236
-0.065,-0.936,0.675,-7.629,-119.324,-49.744
-0.162,-0.879,0.584,-2.441,-122.681,-46.204
-0.192,-0.825,0.459,4.456,-99.243,-35.706
-0.165,-0.820,0.294,9.521,-61.462,-22.522
-0.127,-0.819,0.178,6.714,-23.926,-10.254
-0.075,-0.794,0.130,-4.211,2.075,-2.686
-0.058,-0.789,0.153,-17.456,12.085,0.061
-0.054,-0.793,0.212,-29.114,10.498,1.465
-0.073,-0.779,0.307,-37.354,3.479,2.686
-0.104,-0.795,0.414,-39.856,-0.854,5.066
-0.104,-0.830,0.511,-39.001,3.357,10.132
-0.072,-0.863,0.578,-37.048,17.395,15.564
-0.036,-0.883,0.615,-34.851,31.860,17.883
-0.030,-0.885,0.645,-31.677,38.574,16.052
-0.050,-0.877,0.680,-28.625,36.682,10.864
-0.090,-0.854,0.719,-26.489,30.884,5.188
-0.121,-0.836,0.737,-24.170,25.513,0.977
-0.148,-0.817,0.741,-21.484,21.362,-1.160
-0.167,-0.810,0.736,-19.104,16.602,-1.404
-0.168,-0.809,0.722,-16.541,12.207,-0.305
-0.153,-0.816,0.707,-14.709,8.484,0.854
-0.143,-0.824,0.697,-14.465,5.005,1.160
-0.140,-0.833,0.686,-15.076,1.648,1.099
-0.131,-0.825,0.685,-14.954,-1.465,1.038
-0.127,-0.825,0.682,-13.916,-4.517,0.977
-0.120,-0.833,0.676,-13.184,-7.263,1.038
-0.091,-0.842,0.668,-12.817,-9.521,0.977
-0.069,-0.835,0.666,-11.902,-11.292,0.000
-0.077,-0.809,0.672,-10.376,-12.573,-1.343
-0.086,-0.798,0.654,-6.958,-12.085,-0.549
-0.066,-0.795,0.626,-4.517,-9.644,3.052
-0.036,-0.809,0.600,-3.906,-7.019,5.920
-0.025,-0.821,0.602,-4.456,-5.127,6.104
-0.019,-0.826,0.607,-4.333,-3.601,5.432
-0.020,-0.824,0.610,-3.418,-2.625,4.211
-0.024,-0.826,0.606,-2.197,-1.770,2.625
-0.031,-0.828,0.601,-1.709,-0.916,1.404
-0.041,-0.827,0.603,-2.075,-0.427,0.244
-0.053,-0.826,0.605,-2.319,0.061,-0.610
-0.064,-0.828,0.607,-2.380,0.854,-1.404
-0.075,-0.822,0.609,-1.465,1.648,-1.892
-0.089,-0.809,0.613,-0.610,1.587,-2.319
-0.102,-0.798,0.609,0.732,1.770,-2.197
-0.116,-0.797,0.596,0.793,1.343,-1.892
-0.124,-0.796,0.590,-0.610,-0.122,-1.465
-0.134,-0.798,0.597,-2.319,-2.258,-0.977
-0.144,-0.800,0.599,-3.174,-3.784,-0.732
-0.142,-0.795,0.598,-2.258,-3.540,-0.183
-0.143,-0.785,0.599,-1.404,-3.174,0.305
-0.141,-0.784,0.599,-1.343,-3.296,0.793
-0.130,-0.785,0.599,-1.526,-3.296,1.404
-0.116,-0.786,0.602,-1.770,-2.747,1.587
-0.104,-0.788,0.603,-2.258,-2.747,1.526
-0.101,-0.786,0.609,-2.502,-2.869,1.343
-0.102,-0.783,0.614,-2.441,-3.235,1.160
-0.102,-0.784,0.614,-1.892,-2.869,1.221
-0.101,-0.783,0.618,-0.854,-2.136,1.526
-0.095,-0.788,0.620,-0.183,-1.038,1.770
-0.093,-0.780,0.621,0.854,0.244,1.770
-0.091,-0.786,0.615,1.526,1.526,1.892
-0.089,-0.781,0.610,1.587,1.831,2.502
-0.090,-0.786,0.606,1.160,1.282,2.991
-0.086,-0.796,0.609,0.793,0.488,3.784
-0.082,-0.796,0.611,0.122,-0.244,4.150
-0.084,-0.802,0.616,-0.061,-0.732,3.662
-0.091,-0.802,0.615,1.038,-0.549,2.991
-0.102,-0.802,0.610,2.197,0.366,2.014
-0.102,-0.799,0.606,2.563,0.427,1.587
-0.099,-0.800,0.603,2.136,-0.183,1.038
-0.091,-0.803,0.599,1.526,-0.793,0.488
-0.095,-0.791,0.601,1.587,-1.160,0.122
-0.100,-0.788,0.590,1.892,-1.709,0.122
-0.102,-0.779,0.581,1.648,-2.747,1.038
-0.105,-0.785,0.574,1.343,-2.808,2.136
-0.095,-0.790,0.576,0.732,-1.953,3.113
-0.086,-0.789,0.592,-0.244,-1.038,3.662
-0.081,-0.798,0.600,0.061,0.244,3.113
-0.078,-0.798,0.608,0.427,1.038,2.258
-0.077,-0.798,0.611,0.427,1.221,1.404
-0.076,-0.802,0.614,0.305,0.549,1.038
-0.073,-0.803,0.607,0.916,0.183,0.610
-0.073,-0.802,0.595,1.282,0.671,0.244
-0.078,-0.802,0.590,0.793,0.366,0.000
-0.087,-0.792,0.600,-0.366,-0.916,0.061
-0.097,-0.789,0.606,-0.488,-1.953,0.671
-0.095,-0.795,0.600,0.061,-1.770,1.526
-0.088,-0.804,0.596,0.061,-1.221,1.648
-0.088,-0.802,0.604,-0.488,-1.099,1.038
-0.094,-0.802,0.614,-0.305,-1.160,-0.061
-0.094,-0.801,0.611,0.793,-0.305,-0.610
-0.089,-0.795,0.605,1.709,0.366,-0.854
-0.092,-0.792,0.607,1.221,-0.122,-0.977
-0.093,-0.787,0.611,0.366,-1.099,-0.732
-0.093,-0.787,0.614,0.244,-1.892,-0.061
-0.087,-0.786,0.611,0.244,-1.770,0.977
-0.081,-0.788,0.610,0.671,-1.221,1.404
-0.076,-0.791,0.613,0.854,-0.793,1.282
-0.074,-0.792,0.619,1.099,-0.122,1.465
-0.073,-0.795,0.619,1.709,0.916,1.465
-0.070,-0.797,0.628,1.953,1.099,1.160
-0.072,-0.794,0.639,2.075,0.977,1.038
-0.070,-0.796,0.647,2.686,1.587,1.099
-0.057,-0.801,0.646,3.540,2.319,1.709
-0.047,-0.807,0.651,3.967,2.319,1.892
-0.046,-0.810,0.663,4.822,1.953,1.892
-0.047,-0.802,0.696,6.409,2.441,2.258
-0.044,-0.805,0.719,9.155,3.540,3.296
-0.033,-0.803,0.733,12.695,5.798,4.883
-0.013,-0.741,0.796,17.456,9.827,6.287
-0.005,-0.812,0.790,23.926,15.625,8.240
0.013,-0.780,0.851,26.367,18.921,12.329
,,,,,
0.483,-1.160,1.073,75.806,99.976,15.259
0.469,-1.214,1.053,80.627,86.487,-1.160
0.429,-1.171,1.061,87.402,66.345,-17.578
0.350,-1.163,0.993,97.168,46.143,-31.799
0.286,-1.121,0.872,106.689,28.503,-42.358
0.191,-1.070,0.827,112.549,13.794,-48.828
0.146,-1.050,0.741,119.629,6.226,-50.415
0.115,-1.031,0.661,125.610,5.249,-50.537
0.068,-0.996,0.591,128.235,8.057,-51.270
0.020,-0.974,0.546,127.930,9.155,-51.270
0.005,-0.961,0.499,124.573,5.493,-50.476
0.000,-0.933,0.474,122.009,0.427,-52.124
-0.016,-0.909,0.476,122.253,-2.686,-56.335
-0.017,-0.900,0.439,121.155,-5.005,-61.035
-0.048,-0.856,0.450,120.605,-9.583,-67.566
-0.082,-0.837,0.452,122.803,-15.503,-72.510
-0.079,-0.848,0.363,125.488,-20.447,-75.073
-0.097,-0.814,0.289,127.197,-27.161,-80.200
-0.143,-0.776,0.268,127.136,-34.912,-86.243
-0.146,-0.751,0.217,125.977,-40.649,-88.379
-0.160,-0.763,0.127,124.512,-46.204,-89.233
-0.194,-0.713,0.089,125.183,-52.612,-90.820
-0.202,-0.694,0.026,129.639,-54.504,-92.712
-0.197,-0.686,-0.104,133.362,-52.734,-94.360
-0.226,-0.617,-0.171,132.874,-53.528,-96.619
-0.257,-0.596,-0.244,128.540,-54.626,-97.046
-0.256,-0.601,-0.373,121.216,-56.458,-96.436
-0.318,-0.589,-0.396,111.633,-60.608,-97.168
-0.378,-0.585,-0.407,102.905,-61.096,-96.252
-0.377,-0.595,-0.471,96.741,-59.753,-94.971
-0.412,-0.565,-0.497,91.919,-64.026,-94.727
-0.452,-0.526,-0.507,88.379,-69.519,-94.299
-0.488,-0.535,-0.557,85.022,-72.815,-93.750
-0.498,-0.546,-0.630,79.224,-80.078,-92.957
-0.531,-0.529,-0.676,70.313,-94.543,-90.942
-0.564,-0.499,-0.691,59.998,-110.596,-88.379
-0.601,-0.484,-0.704,49.438,-121.826,-84.229
-0.595,-0.536,-0.765,39.978,-128.784,-77.148
-0.568,-0.556,-0.812,29.297,-134.399,-71.045
-0.578,-0.529,-0.815,18.799,-137.634,-65.979
-0.576,-0.525,-0.852,13.245,-134.949,-59.021
-0.557,-0.520,-0.906,11.658,-125.854,-49.927
-0.532,-0.525,-0.982,13.672,-110.168,-38.879
-0.505,-0.529,-1.063,15.259,-88.928,-26.917
-0.496,-0.533,-1.137,10.437,-66.895,-14.160
-0.466,-0.567,-1.135,-0.732,-46.875,-2.808
-0.430,-0.590,-1.071,-14.954,-29.541,5.737
-0.416,-0.623,-0.980,-26.428,-14.282,11.780
-0.420,-0.662,-0.894,-33.325,-1.282,16.235
-0.417,-0.687,-0.831,-37.415,11.658,19.409
-0.422,-0.731,-0.773,-41.260,24.109,21.912
-0.400,-0.748,-0.723,-45.532,33.997,24.719
-0.365,-0.768,-0.684,-49.377,41.260,26.123
-0.345,-0.769,-0.647,-52.979,42.969,25.024
-0.337,-0.760,-0.614,-54.321,40.283,21.545
-0.358,-0.757,-0.612,-52.429,35.461,16.418
-0.440,-0.791,-0.623,-46.631,31.250,11.169
-0.400,-0.773,-0.655,-47.363,29.785,10.803
-0.400,-0.755,-0.660,-57.495,26.917,11.658
-0.425,-0.750,-0.636,-70.435,21.973,11.658
-0.445,-0.744,-0.569,-83.008,17.456,12.512
-0.453,-0.752,-0.505,-93.140,15.747,12.512
-0.461,-0.766,-0.445,-100.281,15.991,10.803
-0.476,-0.744,-0.374,-104.492,16.602,7.935
-0.474,-0.716,-0.296,-105.225,15.930,5.432
-0.508,-0.710,-0.235,-103.760,14.282,5.432
-0.521,-0.740,-0.190,-101.257,13.855,8.301
-0.470,-0.784,-0.167,-100.037,15.259,12.756
-0.433,-0.802,-0.169,-101.074,16.235,16.663
-0.400,-0.812,-0.151,-103.271,16.724,16.846
-0.408,-0.853,-0.130,-106.873,18.372,13.794
-0.369,-0.881,-0.099,-109.009,20.569,9.888
-0.379,-0.887,-0.099,-111.145,22.766,7.324
-0.377,-0.866,-0.066,-114.075,26.184,2.625
-0.337,-0.880,-0.036,-115.295,35.217,-2.991
-0.361,-0.868,-0.027,-116.760,46.082,-7.812
-0.321,-0.846,0.046,-117.432,54.321,-11.536
-0.357,-0.742,0.139,-116.272,61.401,-9.949
-0.318,-0.718,0.180,-113.586,63.477,-3.174
-0.308,-0.714,0.182,-111.755,58.228,4.272
-0.315,-0.710,0.198,-112.000,47.974,11.292
-0.340,-0.720,0.185,-111.877,36.072,16.541
-0.384,-0.805,0.143,-113.708,28.809,19.287
-0.398,-0.854,0.144,-117.676,27.039,19.165
-0.387,-0.873,0.127,-121.765,30.701,19.897
-0.490,-0.852,0.155,-132.202,35.461,21.301
-0.484,-1.004,0.568,-134.888,72.693,29.297
-0.430,-0.763,0.427,-143.494,121.338,42.969
-0.341,-0.541,0.443,-150.085,139.709,57.129
-0.341,-0.448,0.621,-141.846,145.630,66.406
-0.367,-0.467,0.905,-122.498,155.334,66.956
-0.392,-0.723,0.857,-108.765,190.308,67.993
-0.368,-0.897,0.583,-111.389,230.286,75.439
-0.150,-0.856,-0.082,-111.938,243.896,88.562
0.019,-0.719,-0.348,-83.313,197.388,95.520
0.006,-0.727,0.250,-87.402,112.671,79.102
-0.042,-0.699,0.584,-105.530,74.036,55.115
0.056,-0.600,0.583,-99.792,83.740,34.485
0.099,-0.576,0.553,-74.036,104.492,11.414
0.029,-0.649,0.550,-49.622,121.155,-10.315
0.063,-0.684,0.686,-15.747,145.874,-15.869
0.124,-0.611,0.691,36.316,176.147,-4.639
0.200,-0.648,0.736,62.988,192.749,5.676
0.273,-0.680,0.696,108.337,198.303,11.719
0.481,-1.165,0.453,208.862,224.548,13.062
-0.195,-1.085,0.374,125.732,154.541,10.376
0.115,-0.940,0.661,-53.162,34.302,17.212
0.271,-0.812,0.568,-74.158,-2.625,29.724
0.297,-0.834,0.338,-32.593,-12.878,22.461
0.252,-0.951,0.252,-29.785,-33.081,7.812
0.149,-0.987,0.199,-32.043,-61.829,12.756
0.054,-0.813,0.327,-4.211,-101.013,35.706
0.030,-0.546,0.719,1.892,-147.278,60.181
0.059,-0.428,1.063,-16.846,-169.312,67.139
0.179,-0.498,1.222,-39.795,-155.762,50.964
0.270,-0.611,1.128,-78.064,-121.582,22.827
0.283,-0.652,0.820,-124.939,-91.064,-6.287
0.138,-0.806,0.568,-143.005,-90.454,-39.612
-0.014,-1.037,0.473,-119.202,-117.859,-65.857
,,,,,
-0.324,-0.545,1.229,-149.048,15.320,29.846
-0.227,-0.383,0.671,-125.488,55.054,51.392
-0.256,-0.528,1.027,-122.742,46.509,33.020
-0.167,-0.397,0.965,-110.229,49.438,24.536
-0.282,-0.416,0.995,-88.257,54.504,13.000
-0.308,-0.379,0.986,-66.528,55.359,-4.211
-0.424,-0.390,0.955,-37.720,56.274,-14.954
-0.545,-0.388,0.848,-12.085,55.237,-19.409
-0.574,-0.406,0.779,5.371,50.842,-17.334
-0.561,-0.382,0.801,7.507,41.565,-12.756
-0.459,-0.386,0.797,6.958,34.058,-8.484
-0.409,-0.377,0.779,1.587,29.907,-4.517
-0.438,-0.333,0.773,-11.169,26.306,0.549
-0.464,-0.326,0.804,-19.897,25.879,5.493
-0.465,-0.305,0.787,-20.081,30.151,9.033
-0.325,-0.345,0.760,-17.151,37.048,12.695
-0.274,-0.353,0.806,-23.376,45.044,18.372
-0.220,-0.347,0.886,-29.480,52.795,20.996
-0.195,-0.363,0.877,-25.879,60.181,19.165
-0.226,-0.348,0.903,-26.001,65.247,16.296
-0.297,-0.359,0.901,-28.015,66.772,12.390
-0.362,-0.349,0.941,-28.931,64.392,10.193
-0.466,-0.366,0.958,-23.621,59.448,7.751
-0.491,-0.361,0.979,-11.780,50.781,4.639
-0.454,-0.344,0.975,4.944,40.710,2.319
-0.292,-0.375,0.977,20.813,32.104,0.671
-0.170,-0.354,0.965,29.846,25.208,-0.427
-0.179,-0.363,0.979,40.039,19.592,-1.953
-0.286,-0.346,0.891,57.556,17.578,-0.183
-0.268,-0.331,0.818,62.866,16.541,4.578
-0.251,-0.372,0.866,44.128,11.353,5.249
-0.243,-0.413,0.914,32.837,8.728,3.967
-0.225,-0.428,0.860,34.851,8.118,2.441
-0.193,-0.412,0.873,29.053,4.456,3.662
-0.247,-0.402,0.888,23.560,1.282,3.540
-0.234,-0.433,0.860,20.264,-1.282,0.610
-0.234,-0.406,0.869,9.705,-5.920,-0.244
-0.269,-0.407,0.854,4.517,-7.263,2.075
-0.311,-0.397,0.875,-0.122,-8.850,4.150
-0.328,-0.377,0.877,-1.038,-9.827,5.493
-0.294,-0.395,0.835,5.249,-7.324,6.897
-0.292,-0.399,0.860,5.615,-5.676,8.972
-0.296,-0.387,0.866,5.432,-5.127,8.972
-0.252,-0.386,0.842,5.798,-4.517,9.521
-0.240,-0.404,0.843,2.869,-3.479,11.292
-0.229,-0.424,0.833,0.732,-1.282,10.803
-0.233,-0.437,0.844,-4.272,-0.366,9.766
-0.230,-0.456,0.848,-5.188,1.038,9.521
-0.236,-0.425,0.829,-8.423,1.587,10.315
-0.209,-0.405,0.852,-12.817,2.319,10.437
-0.184,-0.385,0.838,-16.174,4.761,9.033
-0.184,-0.417,0.879,-22.156,6.592,5.798
-0.232,-0.448,0.886,-28.687,6.531,3.540
-0.267,-0.424,0.872,-29.785,5.249,2.563
-0.288,-0.420,0.883,-29.114,3.235,2.563
-0.280,-0.394,0.885,-27.588,1.404,2.441
-0.251,-0.380,0.871,-24.109,1.221,1.648
-0.210,-0.369,0.866,-22.949,2.563,1.465
-0.174,-0.357,0.872,-23.132,5.249,0.916
-0.185,-0.374,0.904,-22.827,8.850,-0.244
-0.202,-0.384,0.920,-20.630,11.475,-2.014
-0.230,-0.388,0.910,-15.625,12.451,-4.272
-0.284,-0.367,0.921,-13.977,10.742,-5.249
-0.308,-0.342,0.913,-10.315,8.301,-5.310
-0.277,-0.338,0.905,-5.310,6.897,-4.822
-0.240,-0.343,0.895,-3.723,5.676,-4.272
-0.215,-0.345,0.864,-3.174,5.920,-3.357
-0.175,-0.365,0.856,-5.737,7.324,-1.526
-0.150,-0.356,0.879,-10.803,9.033,1.160
-0.136,-0.361,0.895,-15.564,10.681,2.563
-0.138,-0.355,0.925,-18.738,11.353,2.380
-0.162,-0.347,0.927,-19.348,12.085,0.854
-0.167,-0.348,0.935,-17.761,11.841,-0.549
-0.199,-0.347,0.922,-16.479,11.047,-1.465
-0.230,-0.336,0.913,-12.268,11.475,-1.709
-0.263,-0.293,0.889,-7.751,12.390,-0.610
-0.254,-0.291,0.888,-6.714,13.367,0.122
-0.257,-0.313,0.925,-10.315,13.916,0.244
-0.276,-0.331,0.943,-11.292,12.451,-0.610
-0.257,-0.319,0.929,-7.202,10.681,-1.465
-0.207,-0.329,0.914,-4.211,9.399,-1.404
-0.119,-0.327,0.926,-5.310,8.179,-0.916
-0.112,-0.324,0.940,-6.409,7.996,-0.854
-0.164,-0.316,0.922,-3.540,9.399,-1.282
-0.195,-0.325,0.921,-1.648,9.277,-1.343
-0.189,-0.303,0.924,-6.287,6.531,-2.014
-0.197,-0.321,0.892,-5.676,7.019,-1.953
-0.245,-0.319,0.894,-9.949,6.592,-1.404
-0.266,-0.313,0.915,-15.503,5.310,-0.549
-0.226,-0.317,0.907,-14.465,5.737,-0.732
-0.177,-0.319,0.918,-13.428,6.836,-0.793
-0.143,-0.306,0.931,-13.123,8.118,-1.099
-0.151,-0.301,0.953,-10.986,9.583,-1.221
-0.178,-0.302,0.972,-6.409,10.315,-2.014
-0.210,-0.302,0.974,2.502,10.315,-3.601
-0.194,-0.301,0.957,13.489,10.498,-5.798
-0.196,-0.313,0.896,21.729,10.681,-7.080
-0.208,-0.328,0.846,19.348,10.620,-5.676
-0.213,-0.308,0.884,5.798,8.972,-1.892
-0.148,-0.322,0.910,-4.944,7.812,-1.099
-0.081,-0.336,0.873,-8.423,8.850,-1.282
-0.101,-0.327,0.883,-17.517,8.972,0.122
-0.180,-0.274,0.932,-26.917,8.484,2.808
-0.217,-0.274,0.953,-27.466,9.460,2.563
-0.194,-0.281,0.943,-23.010,10.376,0.244
-0.182,-0.277,0.950,-19.165,10.315,-1.282
-0.184,-0.278,0.944,-15.320,10.742,-2.014
-0.170,-0.275,0.940,-12.512,11.353,-2.258
-0.170,-0.276,0.951,-11.108,11.353,-2.563
-0.199,-0.274,0.943,-9.521,10.986,-2.563
-0.207,-0.263,0.910,-8.728,10.010,-2.502
-0.130,-0.278,0.871,-12.878,9.094,-1.343
-0.073,-0.266,0.940,-25.146,7.446,1.465
-0.117,-0.254,0.955,-29.785,7.690,1.892
-0.141,-0.246,0.963,-30.151,6.958,0.732
-0.099,-0.236,0.946,-27.832,6.531,0.366
-0.163,-0.245,0.970,-28.320,6.226,0.305
-0.198,-0.237,0.990,-28.381,4.517,0.122
-0.203,-0.246,0.966,-21.851,3.601,-0.549
