aX,aY,aZ,gX,gY,gZ
0.617,-0.317,0.809,-11.536,-4.639,1.099
0.624,-0.320,0.802,-11.597,-3.845,1.343
0.627,-0.323,0.791,-11.292,-2.136,1.709
0.623,-0.321,0.774,-10.925,-0.610,1.953
0.614,-0.316,0.754,-9.888,-0.549,1.282
0.600,-0.311,0.737,-8.484,-1.099,0.122
0.583,-0.301,0.729,-7.324,-2.502,-0.854
0.570,-0.285,0.743,-7.080,-4.395,-0.977
0.573,-0.282,0.762,-6.958,-6.775,0.122
0.584,-0.269,0.777,-6.775,-8.545,2.625
0.610,-0.242,0.788,-6.409,-8.972,5.127
0.636,-0.225,0.800,-6.470,-8.972,5.798

0.618,-1.129,0.811,-21.179,13.062,33.020
0.614,-1.167,0.787,-25.269,12.146,36.072
0.607,-1.208,0.763,-24.902,10.681,37.476
0.601,-1.247,0.736,-20.813,6.958,39.185
0.581,-1.274,0.710,-16.357,1.587,41.504
0.544,-1.288,0.697,-12.024,-4.456,44.250
0.510,-1.304,0.684,-8.545,-9.888,47.485
0.475,-1.313,0.654,-6.775,-12.024,51.636
0.436,-1.325,0.603,-5.310,-11.292,57.129
0.393,-1.301,0.541,-4.028,-9.644,62.195
0.328,-1.255,0.483,-2.991,-9.216,69.336
0.251,-1.198,0.405,-3.601,-10.437,78.857
0.167,-1.106,0.341,-4.456,-14.954,89.661
0.104,-0.966,0.276,-3.418,-22.766,102.844
0.047,-0.743,0.217,0.244,-32.532,116.150
-0.027,-0.494,0.166,6.042,-46.814,126.587
-0.166,-0.205,0.164,12.390,-68.726,133.606
-0.273,0.155,0.200,17.700,-93.201,138.550
-0.335,0.583,0.259,19.653,-112.000,139.648
-0.374,1.004,0.334,16.663,-124.084,136.353
-0.428,1.347,0.437,4.883,-131.592,131.042
-0.472,1.553,0.565,-17.517,-132.446,128.845
-0.427,1.717,0.698,-47.424,-125.488,133.667
-0.277,1.795,0.836,-74.219,-119.751,148.010
-0.146,1.812,1.003,-94.238,-117.371,164.551
0.042,1.812,1.194,-107.727,-115.112,177.185
0.318,1.835,1.378,-114.746,-108.215,182.495
0.592,1.829,1.526,-115.601,-91.370,179.504
0.807,1.750,1.590,-107.971,-62.805,163.757
0.946,1.589,1.505,-90.393,-28.442,135.803
1.000,1.343,1.288,-63.782,3.357,101.440
0.970,1.169,1.065,-36.987,26.978,64.758
0.900,1.028,0.885,-15.869,37.781,32.898
0.859,0.880,0.714,1.587,34.058,10.803
0.826,0.793,0.620,15.137,18.311,-3.296
0.737,0.756,0.612,22.217,-1.404,-16.907
0.656,0.733,0.677,23.132,-16.113,-31.128
0.598,0.702,0.767,21.973,-23.926,-42.236
0.522,0.701,0.863,22.705,-25.269,-49.805
0.437,0.774,0.948,24.536,-22.095,-57.373
0.389,0.912,1.020,26.733,-13.428,-67.383
0.351,1.045,1.063,29.663,0.488,-81.299
0.281,1.105,1.050,33.447,15.808,-98.755
0.210,1.115,1.008,40.771,30.396,-115.601
0.176,1.099,0.942,51.208,43.945,-126.221
0.160,1.108,0.853,60.120,56.396,-130.249
0.163,1.120,0.746,64.758,65.979,-130.615
0.193,1.142,0.652,66.101,69.458,-128.418
0.224,1.135,0.598,64.758,65.186,-126.221
0.208,1.038,0.608,58.960,54.565,-125.854
0.182,0.887,0.667,48.706,39.734,-125.732
0.180,0.735,0.763,39.063,21.729,-124.512
0.174,0.526,0.870,34.973,3.784,-123.169
0.102,0.333,0.969,34.851,-6.531,-124.329
0.033,0.161,1.011,37.537,-4.272,-124.878
0.018,0.003,0.986,43.701,8.118,-120.605
0.026,-0.107,0.920,51.514,22.522,-110.901
0.061,-0.188,0.848,56.885,30.701,-100.220
0.134,-0.322,0.795,56.335,32.349,-91.736
0.205,-0.480,0.771,49.988,33.142,-83.130
0.249,-0.580,0.766,40.039,35.767,-74.097
0.281,-0.653,0.788,29.175,38.452,-65.857
0.308,-0.747,0.813,20.630,39.185,-59.143
0.306,-0.829,0.843,16.907,38.452,-54.565
0.301,-0.890,0.851,18.127,38.330,-51.819
0.313,-0.944,0.824,24.109,39.612,-49.377
0.363,-0.983,0.779,32.837,40.710,-44.922
0.428,-1.015,0.719,40.588,39.612,-38.452
0.484,-1.046,0.649,44.373,36.926,-32.898
0.519,-1.077,0.591,43.579,32.959,-30.823
0.513,-1.089,0.576,38.452,28.503,-31.067
0.501,-1.084,0.597,29.602,22.827,-31.433
0.501,-1.084,0.631,21.545,16.235,-28.870
0.513,-1.057,0.665,16.602,10.925,-23.437
0.534,-0.994,0.679,13.855,8.362,-18.250
0.549,-0.946,0.686,13.184,6.653,-15.625
0.583,-0.910,0.680,13.428,5.615,-15.015
0.609,-0.864,0.676,12.451,4.761,-16.235
0.598,-0.842,0.693,10.803,3.235,-18.921
0.582,-0.833,0.711,8.606,2.502,-19.714
0.581,-0.801,0.709,7.080,2.502,-16.113
0.589,-0.745,0.709,6.958,1.587,-7.996
0.594,-0.665,0.719,6.287,-1.831,-0.183
0.611,-0.569,0.736,3.906,-6.165,4.822
0.620,-0.486,0.765,1.709,-10.010,5.676
0.604,-0.414,0.795,0.122,-11.292,3.113
0.587,-0.346,0.809,-0.061,-9.338,-0.854
0.557,-0.310,0.807,2.014,-4.761,-3.784
0.544,-0.292,0.792,5.310,0.732,-5.432
0.542,-0.280,0.753,8.545,6.897,-4.639
0.542,-0.283,0.693,10.742,12.268,-2.258
0.524,-0.289,0.639,10.193,16.846,-1.343
0.509,-0.288,0.595,8.484,19.226,-1.221
0.516,-0.293,0.566,7.690,17.578,-0.366
0.524,-0.307,0.555,7.690,13.367,2.075
0.544,-0.303,0.551,6.409,10.132,5.371
0.580,-0.288,0.553,3.662,8.301,7.568
0.609,-0.288,0.558,0.183,6.653,7.568
0.626,-0.297,0.572,-3.845,5.737,6.104
0.632,-0.302,0.588,-7.996,5.371,3.784
0.641,-0.298,0.618,-10.254,3.540,2.197
0.665,-0.292,0.657,-10.071,-0.610,1.709
0.681,-0.293,0.689,-8.667,-5.005,0.854
0.668,-0.296,0.722,-7.507,-7.996,-1.770
0.637,-0.306,0.756,-8.240,-9.521,-5.981
0.605,-0.321,0.791,-10.071,-9.521,-9.155
0.572,-0.329,0.825,-11.658,-8.789,-9.766
0.545,-0.325,0.855,-12.451,-7.751,-8.728
0.536,-0.321,0.873,-11.536,-7.141,-7.629
0.537,-0.321,0.884,-8.484,-7.385,-6.226
0.542,-0.313,0.880,-4.456,-6.775,-5.432
0.541,-0.312,0.850,-1.526,-3.723,-5.432
0.535,-0.310,0.821,-0.183,0.061,-5.859
0.538,-0.314,0.801,-0.916,2.808,-5.005
0.545,-0.311,0.784,-2.441,3.906,-2.869
0.569,-0.305,0.769,-2.075,3.662,-0.610
0.587,-0.300,0.753,-0.061,2.075,0.610
0.588,-0.302,0.742,1.709,0.305,0.427
0.589,-0.308,0.731,3.235,-0.732,-0.305

0.537,-1.324,0.670,-21.362,16.418,54.749
0.524,-1.323,0.653,-19.531,9.216,59.998
0.505,-1.301,0.642,-16.541,0.916,64.880
0.479,-1.257,0.643,-14.465,-8.240,70.740
0.476,-1.218,0.634,-14.709,-16.235,79.773
0.479,-1.165,0.615,-15.320,-21.606,91.736
0.486,-1.082,0.588,-15.442,-26.489,103.638
0.528,-0.948,0.552,-16.846,-30.762,112.488
0.585,-0.783,0.510,-20.081,-33.569,115.234
0.599,-0.643,0.500,-22.705,-37.964,110.107
0.569,-0.559,0.533,-22.766,-46.143,98.389
0.505,-0.511,0.564,-18.127,-53.711,85.205
0.445,-0.442,0.568,-8.728,-57.800,75.256
0.325,-0.382,0.512,5.859,-59.814,71.533
0.140,-0.309,0.469,18.738,-62.500,68.665
-0.042,-0.173,0.383,25.513,-65.063,67.383
-0.231,0.010,0.347,25.330,-70.801,72.815
-0.412,0.242,0.366,21.973,-78.674,82.092
-0.496,0.503,0.384,12.695,-79.895,95.947
-0.555,0.766,0.437,-3.906,-75.378,111.450
-0.519,1.064,0.460,-22.949,-66.772,128.113
-0.393,1.468,0.469,-38.635,-60.425,148.071
-0.228,1.839,0.561,-56.580,-66.528,163.818
0.039,2.093,0.735,-89.050,-80.139,166.809
0.326,2.129,0.983,-125.916,-94.116,163.269
0.568,2.081,1.276,-154.846,-100.952,158.813
0.849,1.949,1.526,-168.823,-92.407,151.855
1.072,1.750,1.641,-160.950,-67.871,142.395
1.196,1.548,1.592,-127.563,-31.067,126.404
1.199,1.309,1.348,-77.759,6.409,97.656
1.097,1.179,1.131,-31.555,28.564,56.091
1.000,1.050,0.943,3.357,32.959,14.526
0.885,0.890,0.764,31.738,23.865,-13.672
0.791,0.817,0.684,48.523,6.531,-29.907
0.738,0.787,0.639,53.894,-8.301,-39.917
0.683,0.749,0.614,51.392,-15.747,-52.063
0.599,0.706,0.639,44.861,-16.846,-67.261
0.525,0.727,0.733,38.025,-18.066,-79.102
0.470,0.816,0.843,34.180,-19.531,-83.435
0.433,0.943,0.928,35.217,-15.686,-85.449
0.386,1.088,0.976,39.490,-4.883,-91.980
0.282,1.187,1.026,44.250,8.789,-104.980
0.193,1.167,1.030,50.232,23.010,-120.544
0.141,1.072,0.979,57.983,36.987,-128.540
0.140,0.983,0.908,64.758,48.035,-128.174
0.167,0.901,0.808,67.505,54.504,-123.169
0.175,0.806,0.710,67.627,56.824,-119.690
0.156,0.712,0.660,65.063,54.138,-119.385
0.096,0.647,0.673,61.279,44.495,-119.202
0.047,0.577,0.734,60.669,27.100,-115.784
0.004,0.507,0.810,62.866,9.949,-110.901
0.022,0.404,0.854,64.758,1.404,-106.750
0.121,0.233,0.853,62.073,3.479,-102.295
0.220,0.017,0.808,55.603,12.695,-100.281
0.259,-0.153,0.759,46.082,23.132,-100.281
0.257,-0.325,0.728,35.461,30.762,-101.196
0.228,-0.494,0.714,28.809,34.180,-101.807
0.155,-0.615,0.729,27.588,33.142,-100.220
0.100,-0.690,0.761,30.762,28.625,-96.252
0.062,-0.753,0.794,36.804,23.132,-88.684
0.016,-0.815,0.835,41.321,19.226,-79.224
0.008,-0.908,0.858,41.321,18.372,-70.007
0.052,-1.013,0.857,36.865,21.545,-58.289
0.133,-1.072,0.827,30.640,29.114,-43.152
0.219,-1.085,0.779,24.597,37.292,-27.405
0.308,-1.077,0.729,19.531,44.128,-14.709
0.385,-1.056,0.670,15.503,48.035,-5.432
0.444,-0.988,0.624,12.512,47.913,0.183
0.473,-0.912,0.623,10.681,42.847,1.892
0.489,-0.875,0.656,10.742,34.424,0.488
0.502,-0.874,0.687,12.146,27.527,-0.610
0.527,-0.875,0.688,13.611,26.367,0.000
0.625,-0.932,0.629,14.160,28.992,1.099
0.835,-1.051,0.521,10.803,29.907,5.737
1.057,-1.198,0.416,2.197,23.315,13.550
1.105,-1.249,0.392,-9.949,6.409,16.663
1.031,-1.091,0.539,-22.644,-16.235,12.756
0.848,-0.888,0.734,-28.625,-39.063,0.000
0.653,-0.694,0.906,-25.940,-59.204,-11.292
0.429,-0.556,1.120,-20.386,-75.256,-17.883
0.271,-0.446,1.298,-12.207,-77.637,-16.846
0.217,-0.360,1.366,-0.977,-59.753,-6.348
0.269,-0.288,1.285,10.742,-27.283,4.395
0.314,-0.240,1.115,17.883,6.592,10.498
0.343,-0.199,0.922,20.447,33.508,10.620
0.379,-0.159,0.767,19.531,50.110,9.277
0.457,-0.162,0.637,18.860,57.190,9.827
0.531,-0.176,0.528,20.203,58.411,14.282
0.602,-0.190,0.438,21.179,53.650,18.982
0.690,-0.193,0.356,20.203,46.875,20.325
0.763,-0.184,0.309,17.090,34.973,19.348
0.816,-0.179,0.297,12.146,20.630,18.433
0.838,-0.180,0.335,6.042,6.042,16.479
0.818,-0.191,0.403,-1.038,-5.981,11.169
0.774,-0.201,0.476,-6.592,-13.489,4.089
0.727,-0.180,0.542,-10.376,-16.479,-1.465
0.681,-0.166,0.609,-13.367,-18.127,-5.920
0.631,-0.184,0.676,-16.113,-20.142,-10.925
0.576,-0.216,0.742,-17.883,-22.400,-15.808
0.528,-0.247,0.790,-18.311,-22.522,-18.738
0.490,-0.278,0.843,-17.700,-20.325,-18.494
0.479,-0.299,0.878,-16.174,-16.602,-14.221
0.500,-0.309,0.886,-13.733,-11.414,-6.958
0.535,-0.309,0.872,-11.475,-6.775,-1.221
0.563,-0.310,0.847,-10.742,-3.967,0.244
0.570,-0.318,0.831,-10.620,-3.052,-0.488
0.574,-0.314,0.818,-11.230,-2.991,-1.282
0.578,-0.303,0.809,-10.803,-3.723,-0.671
0.580,-0.291,0.802,-9.216,-6.165,0.732
0.571,-0.271,0.798,-7.874,-8.972,0.671
0.558,-0.259,0.792,-7.629,-10.193,-0.793
0.542,-0.258,0.783,-8.301,-9.827,-2.686
0.523,-0.243,0.795,-10.071,-9.338,-4.578
0.507,-0.261,0.822,-10.986,-8.423,-5.859
0.501,-0.286,0.842,-9.949,-6.775,-4.883
0.516,-0.291,0.833,-5.981,-3.906,-1.770
0.531,-0.282,0.798,-1.709,-0.671,0.305
0.533,-0.288,0.761,0.183,1.160,0.183
0.527,-0.303,0.744,-1.099,1.221,-0.793
